 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
     1.4242  124.7396     2020-10-01 00:00:00     0.383
     1.4242  124.7396     2020-10-01 01:00:00    -0.080
     1.4242  124.7396     2020-10-01 02:00:00    -0.521
     1.4242  124.7396     2020-10-01 03:00:00    -0.828
     1.4242  124.7396     2020-10-01 04:00:00    -0.924
     1.4242  124.7396     2020-10-01 05:00:00    -0.784
     1.4242  124.7396     2020-10-01 06:00:00    -0.445
     1.4242  124.7396     2020-10-01 07:00:00     0.003
     1.4242  124.7396     2020-10-01 08:00:00     0.445
     1.4242  124.7396     2020-10-01 09:00:00     0.764
     1.4242  124.7396     2020-10-01 10:00:00     0.877
     1.4242  124.7396     2020-10-01 11:00:00     0.754
     1.4242  124.7396     2020-10-01 12:00:00     0.425
     1.4242  124.7396     2020-10-01 13:00:00    -0.022
     1.4242  124.7396     2020-10-01 14:00:00    -0.471
     1.4242  124.7396     2020-10-01 15:00:00    -0.802
     1.4242  124.7396     2020-10-01 16:00:00    -0.929
     1.4242  124.7396     2020-10-01 17:00:00    -0.813
     1.4242  124.7396     2020-10-01 18:00:00    -0.484
     1.4242  124.7396     2020-10-01 19:00:00    -0.024
     1.4242  124.7396     2020-10-01 20:00:00     0.449
     1.4242  124.7396     2020-10-01 21:00:00     0.812
     1.4242  124.7396     2020-10-01 22:00:00     0.970
     1.4242  124.7396     2020-10-01 23:00:00     0.882
     1.4242  124.7396     2020-10-02 00:00:00     0.569
     1.4242  124.7396     2020-10-02 01:00:00     0.110
     1.4242  124.7396     2020-10-02 02:00:00    -0.374
     1.4242  124.7396     2020-10-02 03:00:00    -0.761
     1.4242  124.7396     2020-10-02 04:00:00    -0.948
     1.4242  124.7396     2020-10-02 05:00:00    -0.887
     1.4242  124.7396     2020-10-02 06:00:00    -0.594
     1.4242  124.7396     2020-10-02 07:00:00    -0.143
     1.4242  124.7396     2020-10-02 08:00:00     0.347
     1.4242  124.7396     2020-10-02 09:00:00     0.749
     1.4242  124.7396     2020-10-02 10:00:00     0.957
     1.4242  124.7396     2020-10-02 11:00:00     0.918
     1.4242  124.7396     2020-10-02 12:00:00     0.639
     1.4242  124.7396     2020-10-02 13:00:00     0.191
     1.4242  124.7396     2020-10-02 14:00:00    -0.309
     1.4242  124.7396     2020-10-02 15:00:00    -0.733
     1.4242  124.7396     2020-10-02 16:00:00    -0.972
     1.4242  124.7396     2020-10-02 17:00:00    -0.963
     1.4242  124.7396     2020-10-02 18:00:00    -0.709
     1.4242  124.7396     2020-10-02 19:00:00    -0.276
     1.4242  124.7396     2020-10-02 20:00:00     0.224
     1.4242  124.7396     2020-10-02 21:00:00     0.661
     1.4242  124.7396     2020-10-02 22:00:00     0.921
     1.4242  124.7396     2020-10-02 23:00:00     0.938
     1.4242  124.7396     2020-10-03 00:00:00     0.708
     1.4242  124.7396     2020-10-03 01:00:00     0.292
     1.4242  124.7396     2020-10-03 02:00:00    -0.201
     1.4242  124.7396     2020-10-03 03:00:00    -0.640
     1.4242  124.7396     2020-10-03 04:00:00    -0.909
     1.4242  124.7396     2020-10-03 05:00:00    -0.937
     1.4242  124.7396     2020-10-03 06:00:00    -0.715
     1.4242  124.7396     2020-10-03 07:00:00    -0.298
     1.4242  124.7396     2020-10-03 08:00:00     0.207
     1.4242  124.7396     2020-10-03 09:00:00     0.668
     1.4242  124.7396     2020-10-03 10:00:00     0.966
     1.4242  124.7396     2020-10-03 11:00:00     1.023
     1.4242  124.7396     2020-10-03 12:00:00     0.823
     1.4242  124.7396     2020-10-03 13:00:00     0.415
     1.4242  124.7396     2020-10-03 14:00:00    -0.096
     1.4242  124.7396     2020-10-03 15:00:00    -0.582
     1.4242  124.7396     2020-10-03 16:00:00    -0.919
     1.4242  124.7396     2020-10-03 17:00:00    -1.024
     1.4242  124.7396     2020-10-03 18:00:00    -0.871
     1.4242  124.7396     2020-10-03 19:00:00    -0.505
     1.4242  124.7396     2020-10-03 20:00:00    -0.022
     1.4242  124.7396     2020-10-03 21:00:00     0.451
     1.4242  124.7396     2020-10-03 22:00:00     0.791
     1.4242  124.7396     2020-10-03 23:00:00     0.911
     1.4242  124.7396     2020-10-04 00:00:00     0.781
     1.4242  124.7396     2020-10-04 01:00:00     0.439
     1.4242  124.7396     2020-10-04 02:00:00    -0.024
     1.4242  124.7396     2020-10-04 03:00:00    -0.482
     1.4242  124.7396     2020-10-04 04:00:00    -0.813
     1.4242  124.7396     2020-10-04 05:00:00    -0.927
     1.4242  124.7396     2020-10-04 06:00:00    -0.791
     1.4242  124.7396     2020-10-04 07:00:00    -0.437
     1.4242  124.7396     2020-10-04 08:00:00     0.046
     1.4242  124.7396     2020-10-04 09:00:00     0.534
     1.4242  124.7396     2020-10-04 10:00:00     0.901
     1.4242  124.7396     2020-10-04 11:00:00     1.053
     1.4242  124.7396     2020-10-04 12:00:00     0.950
     1.4242  124.7396     2020-10-04 13:00:00     0.616
     1.4242  124.7396     2020-10-04 14:00:00     0.135
     1.4242  124.7396     2020-10-04 15:00:00    -0.372
     1.4242  124.7396     2020-10-04 16:00:00    -0.779
     1.4242  124.7396     2020-10-04 17:00:00    -0.987
     1.4242  124.7396     2020-10-04 18:00:00    -0.947
     1.4242  124.7396     2020-10-04 19:00:00    -0.677
     1.4242  124.7396     2020-10-04 20:00:00    -0.252
     1.4242  124.7396     2020-10-04 21:00:00     0.214
     1.4242  124.7396     2020-10-04 22:00:00     0.600
     1.4242  124.7396     2020-10-04 23:00:00     0.804
     1.4242  124.7396     2020-10-05 00:00:00     0.776
     1.4242  124.7396     2020-10-05 01:00:00     0.528
     1.4242  124.7396     2020-10-05 02:00:00     0.129
     1.4242  124.7396     2020-10-05 03:00:00    -0.311
     1.4242  124.7396     2020-10-05 04:00:00    -0.673
     1.4242  124.7396     2020-10-05 05:00:00    -0.857
     1.4242  124.7396     2020-10-05 06:00:00    -0.809
     1.4242  124.7396     2020-10-05 07:00:00    -0.538
     1.4242  124.7396     2020-10-05 08:00:00    -0.110
     1.4242  124.7396     2020-10-05 09:00:00     0.368
     1.4242  124.7396     2020-10-05 10:00:00     0.773
     1.4242  124.7396     2020-10-05 11:00:00     1.003
     1.4242  124.7396     2020-10-05 12:00:00     1.000
     1.4242  124.7396     2020-10-05 13:00:00     0.762
     1.4242  124.7396     2020-10-05 14:00:00     0.349
     1.4242  124.7396     2020-10-05 15:00:00    -0.136
     1.4242  124.7396     2020-10-05 16:00:00    -0.574
     1.4242  124.7396     2020-10-05 17:00:00    -0.859
     1.4242  124.7396     2020-10-05 18:00:00    -0.926
     1.4242  124.7396     2020-10-05 19:00:00    -0.767
     1.4242  124.7396     2020-10-05 20:00:00    -0.432
     1.4242  124.7396     2020-10-05 21:00:00    -0.013
     1.4242  124.7396     2020-10-05 22:00:00     0.377
     1.4242  124.7396     2020-10-05 23:00:00     0.634
     1.4242  124.7396     2020-10-06 00:00:00     0.695
     1.4242  124.7396     2020-10-06 01:00:00     0.548
     1.4242  124.7396     2020-10-06 02:00:00     0.235
     1.4242  124.7396     2020-10-06 03:00:00    -0.154
     1.4242  124.7396     2020-10-06 04:00:00    -0.511
     1.4242  124.7396     2020-10-06 05:00:00    -0.737
     1.4242  124.7396     2020-10-06 06:00:00    -0.766
     1.4242  124.7396     2020-10-06 07:00:00    -0.586
     1.4242  124.7396     2020-10-06 08:00:00    -0.236
     1.4242  124.7396     2020-10-06 09:00:00     0.196
     1.4242  124.7396     2020-10-06 10:00:00     0.603
     1.4242  124.7396     2020-10-06 11:00:00     0.884
     1.4242  124.7396     2020-10-06 12:00:00     0.967
     1.4242  124.7396     2020-10-06 13:00:00     0.832
     1.4242  124.7396     2020-10-06 14:00:00     0.513
     1.4242  124.7396     2020-10-06 15:00:00     0.089
     1.4242  124.7396     2020-10-06 16:00:00    -0.336
     1.4242  124.7396     2020-10-06 17:00:00    -0.662
     1.4242  124.7396     2020-10-06 18:00:00    -0.814
     1.4242  124.7396     2020-10-06 19:00:00    -0.764
     1.4242  124.7396     2020-10-06 20:00:00    -0.536
     1.4242  124.7396     2020-10-06 21:00:00    -0.199
     1.4242  124.7396     2020-10-06 22:00:00     0.154
     1.4242  124.7396     2020-10-06 23:00:00     0.427
     1.4242  124.7396     2020-10-07 00:00:00     0.550
     1.4242  124.7396     2020-10-07 01:00:00     0.494
     1.4242  124.7396     2020-10-07 02:00:00     0.279
     1.4242  124.7396     2020-10-07 03:00:00    -0.032
     1.4242  124.7396     2020-10-07 04:00:00    -0.351
     1.4242  124.7396     2020-10-07 05:00:00    -0.587
     1.4242  124.7396     2020-10-07 06:00:00    -0.670
     1.4242  124.7396     2020-10-07 07:00:00    -0.574
     1.4242  124.7396     2020-10-07 08:00:00    -0.315
     1.4242  124.7396     2020-10-07 09:00:00     0.045
     1.4242  124.7396     2020-10-07 10:00:00     0.419
     1.4242  124.7396     2020-10-07 11:00:00     0.715
     1.4242  124.7396     2020-10-07 12:00:00     0.861
     1.4242  124.7396     2020-10-07 13:00:00     0.822
     1.4242  124.7396     2020-10-07 14:00:00     0.609
     1.4242  124.7396     2020-10-07 15:00:00     0.275
     1.4242  124.7396     2020-10-07 16:00:00    -0.099
     1.4242  124.7396     2020-10-07 17:00:00    -0.424
     1.4242  124.7396     2020-10-07 18:00:00    -0.628
     1.4242  124.7396     2020-10-07 19:00:00    -0.671
     1.4242  124.7396     2020-10-07 20:00:00    -0.554
     1.4242  124.7396     2020-10-07 21:00:00    -0.320
     1.4242  124.7396     2020-10-07 22:00:00    -0.039
     1.4242  124.7396     2020-10-07 23:00:00     0.210
     1.4242  124.7396     2020-10-08 00:00:00     0.361
     1.4242  124.7396     2020-10-08 01:00:00     0.375
     1.4242  124.7396     2020-10-08 02:00:00     0.254
     1.4242  124.7396     2020-10-08 03:00:00     0.036
     1.4242  124.7396     2020-10-08 04:00:00    -0.216
     1.4242  124.7396     2020-10-08 05:00:00    -0.428
     1.4242  124.7396     2020-10-08 06:00:00    -0.536
     1.4242  124.7396     2020-10-08 07:00:00    -0.506
     1.4242  124.7396     2020-10-08 08:00:00    -0.337
     1.4242  124.7396     2020-10-08 09:00:00    -0.066
     1.4242  124.7396     2020-10-08 10:00:00     0.244
     1.4242  124.7396     2020-10-08 11:00:00     0.520
     1.4242  124.7396     2020-10-08 12:00:00     0.697
     1.4242  124.7396     2020-10-08 13:00:00     0.734
     1.4242  124.7396     2020-10-08 14:00:00     0.626
     1.4242  124.7396     2020-10-08 15:00:00     0.400
     1.4242  124.7396     2020-10-08 16:00:00     0.111
     1.4242  124.7396     2020-10-08 17:00:00    -0.174
     1.4242  124.7396     2020-10-08 18:00:00    -0.392
     1.4242  124.7396     2020-10-08 19:00:00    -0.499
     1.4242  124.7396     2020-10-08 20:00:00    -0.484
     1.4242  124.7396     2020-10-08 21:00:00    -0.363
     1.4242  124.7396     2020-10-08 22:00:00    -0.180
     1.4242  124.7396     2020-10-08 23:00:00     0.009
     1.4242  124.7396     2020-10-09 00:00:00     0.150
     1.4242  124.7396     2020-10-09 01:00:00     0.206
     1.4242  124.7396     2020-10-09 02:00:00     0.164
     1.4242  124.7396     2020-10-09 03:00:00     0.042
     1.4242  124.7396     2020-10-09 04:00:00    -0.123
     1.4242  124.7396     2020-10-09 05:00:00    -0.280
     1.4242  124.7396     2020-10-09 06:00:00    -0.381
     1.4242  124.7396     2020-10-09 07:00:00    -0.391
     1.4242  124.7396     2020-10-09 08:00:00    -0.302
     1.4242  124.7396     2020-10-09 09:00:00    -0.127
     1.4242  124.7396     2020-10-09 10:00:00     0.097
     1.4242  124.7396     2020-10-09 11:00:00     0.319
     1.4242  124.7396     2020-10-09 12:00:00     0.492
