 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
    -1.5847  118.3692     2020-10-01 00:00:00     0.357
    -1.5847  118.3692     2020-10-01 01:00:00    -0.060
    -1.5847  118.3692     2020-10-01 02:00:00    -0.452
    -1.5847  118.3692     2020-10-01 03:00:00    -0.722
    -1.5847  118.3692     2020-10-01 04:00:00    -0.804
    -1.5847  118.3692     2020-10-01 05:00:00    -0.679
    -1.5847  118.3692     2020-10-01 06:00:00    -0.384
    -1.5847  118.3692     2020-10-01 07:00:00     0.003
    -1.5847  118.3692     2020-10-01 08:00:00     0.377
    -1.5847  118.3692     2020-10-01 09:00:00     0.639
    -1.5847  118.3692     2020-10-01 10:00:00     0.718
    -1.5847  118.3692     2020-10-01 11:00:00     0.592
    -1.5847  118.3692     2020-10-01 12:00:00     0.295
    -1.5847  118.3692     2020-10-01 13:00:00    -0.096
    -1.5847  118.3692     2020-10-01 14:00:00    -0.476
    -1.5847  118.3692     2020-10-01 15:00:00    -0.741
    -1.5847  118.3692     2020-10-01 16:00:00    -0.818
    -1.5847  118.3692     2020-10-01 17:00:00    -0.683
    -1.5847  118.3692     2020-10-01 18:00:00    -0.364
    -1.5847  118.3692     2020-10-01 19:00:00     0.058
    -1.5847  118.3692     2020-10-01 20:00:00     0.476
    -1.5847  118.3692     2020-10-01 21:00:00     0.782
    -1.5847  118.3692     2020-10-01 22:00:00     0.897
    -1.5847  118.3692     2020-10-01 23:00:00     0.790
    -1.5847  118.3692     2020-10-02 00:00:00     0.486
    -1.5847  118.3692     2020-10-02 01:00:00     0.063
    -1.5847  118.3692     2020-10-02 02:00:00    -0.371
    -1.5847  118.3692     2020-10-02 03:00:00    -0.705
    -1.5847  118.3692     2020-10-02 04:00:00    -0.852
    -1.5847  118.3692     2020-10-02 05:00:00    -0.776
    -1.5847  118.3692     2020-10-02 06:00:00    -0.496
    -1.5847  118.3692     2020-10-02 07:00:00    -0.086
    -1.5847  118.3692     2020-10-02 08:00:00     0.345
    -1.5847  118.3692     2020-10-02 09:00:00     0.685
    -1.5847  118.3692     2020-10-02 10:00:00     0.844
    -1.5847  118.3692     2020-10-02 11:00:00     0.779
    -1.5847  118.3692     2020-10-02 12:00:00     0.506
    -1.5847  118.3692     2020-10-02 13:00:00     0.096
    -1.5847  118.3692     2020-10-02 14:00:00    -0.344
    -1.5847  118.3692     2020-10-02 15:00:00    -0.700
    -1.5847  118.3692     2020-10-02 16:00:00    -0.878
    -1.5847  118.3692     2020-10-02 17:00:00    -0.830
    -1.5847  118.3692     2020-10-02 18:00:00    -0.569
    -1.5847  118.3692     2020-10-02 19:00:00    -0.161
    -1.5847  118.3692     2020-10-02 20:00:00     0.287
    -1.5847  118.3692     2020-10-02 21:00:00     0.658
    -1.5847  118.3692     2020-10-02 22:00:00     0.856
    -1.5847  118.3692     2020-10-02 23:00:00     0.829
    -1.5847  118.3692     2020-10-03 00:00:00     0.582
    -1.5847  118.3692     2020-10-03 01:00:00     0.182
    -1.5847  118.3692     2020-10-03 02:00:00    -0.268
    -1.5847  118.3692     2020-10-03 03:00:00    -0.650
    -1.5847  118.3692     2020-10-03 04:00:00    -0.861
    -1.5847  118.3692     2020-10-03 05:00:00    -0.846
    -1.5847  118.3692     2020-10-03 06:00:00    -0.606
    -1.5847  118.3692     2020-10-03 07:00:00    -0.202
