 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
     2.1765  134.6490     2020-10-01 00:00:00     0.144
     2.1765  134.6490     2020-10-01 01:00:00    -0.171
     2.1765  134.6490     2020-10-01 02:00:00    -0.453
     2.1765  134.6490     2020-10-01 03:00:00    -0.630
     2.1765  134.6490     2020-10-01 04:00:00    -0.657
     2.1765  134.6490     2020-10-01 05:00:00    -0.526
     2.1765  134.6490     2020-10-01 06:00:00    -0.268
     2.1765  134.6490     2020-10-01 07:00:00     0.051
     2.1765  134.6490     2020-10-01 08:00:00     0.351
     2.1765  134.6490     2020-10-01 09:00:00     0.557
     2.1765  134.6490     2020-10-01 10:00:00     0.617
     2.1765  134.6490     2020-10-01 11:00:00     0.518
     2.1765  134.6490     2020-10-01 12:00:00     0.286
     2.1765  134.6490     2020-10-01 13:00:00    -0.018
     2.1765  134.6490     2020-10-01 14:00:00    -0.314
     2.1765  134.6490     2020-10-01 15:00:00    -0.525
     2.1765  134.6490     2020-10-01 16:00:00    -0.596
     2.1765  134.6490     2020-10-01 17:00:00    -0.507
     2.1765  134.6490     2020-10-01 18:00:00    -0.283
     2.1765  134.6490     2020-10-01 19:00:00     0.020
     2.1765  134.6490     2020-10-01 20:00:00     0.322
     2.1765  134.6490     2020-10-01 21:00:00     0.544
     2.1765  134.6490     2020-10-01 22:00:00     0.628
     2.1765  134.6490     2020-10-01 23:00:00     0.551
     2.1765  134.6490     2020-10-02 00:00:00     0.332
     2.1765  134.6490     2020-10-02 01:00:00     0.026
     2.1765  134.6490     2020-10-02 02:00:00    -0.287
     2.1765  134.6490     2020-10-02 03:00:00    -0.527
     2.1765  134.6490     2020-10-02 04:00:00    -0.632
     2.1765  134.6490     2020-10-02 05:00:00    -0.573
     2.1765  134.6490     2020-10-02 06:00:00    -0.365
     2.1765  134.6490     2020-10-02 07:00:00    -0.062
     2.1765  134.6490     2020-10-02 08:00:00     0.259
     2.1765  134.6490     2020-10-02 09:00:00     0.514
     2.1765  134.6490     2020-10-02 10:00:00     0.638
     2.1765  134.6490     2020-10-02 11:00:00     0.597
     2.1765  134.6490     2020-10-02 12:00:00     0.401
     2.1765  134.6490     2020-10-02 13:00:00     0.099
     2.1765  134.6490     2020-10-02 14:00:00    -0.232
     2.1765  134.6490     2020-10-02 15:00:00    -0.508
     2.1765  134.6490     2020-10-02 16:00:00    -0.658
     2.1765  134.6490     2020-10-02 17:00:00    -0.645
     2.1765  134.6490     2020-10-02 18:00:00    -0.472
     2.1765  134.6490     2020-10-02 19:00:00    -0.184
     2.1765  134.6490     2020-10-02 20:00:00     0.146
     2.1765  134.6490     2020-10-02 21:00:00     0.433
     2.1765  134.6490     2020-10-02 22:00:00     0.605
     2.1765  134.6490     2020-10-02 23:00:00     0.620
     2.1765  134.6490     2020-10-03 00:00:00     0.475
     2.1765  134.6490     2020-10-03 01:00:00     0.212
     2.1765  134.6490     2020-10-03 02:00:00    -0.100
     2.1765  134.6490     2020-10-03 03:00:00    -0.378
