 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
    -1.9608  129.6943     2020-10-01 00:00:00    -0.199
    -1.9608  129.6943     2020-10-01 01:00:00    -0.221
    -1.9608  129.6943     2020-10-01 02:00:00    -0.179
    -1.9608  129.6943     2020-10-01 03:00:00    -0.087
    -1.9608  129.6943     2020-10-01 04:00:00     0.031
    -1.9608  129.6943     2020-10-01 05:00:00     0.140
    -1.9608  129.6943     2020-10-01 06:00:00     0.209
    -1.9608  129.6943     2020-10-01 07:00:00     0.217
    -1.9608  129.6943     2020-10-01 08:00:00     0.160
    -1.9608  129.6943     2020-10-01 09:00:00     0.051
    -1.9608  129.6943     2020-10-01 10:00:00    -0.082
    -1.9608  129.6943     2020-10-01 11:00:00    -0.205
    -1.9608  129.6943     2020-10-01 12:00:00    -0.284
    -1.9608  129.6943     2020-10-01 13:00:00    -0.297
    -1.9608  129.6943     2020-10-01 14:00:00    -0.236
    -1.9608  129.6943     2020-10-01 15:00:00    -0.115
    -1.9608  129.6943     2020-10-01 16:00:00     0.037
    -1.9608  129.6943     2020-10-01 17:00:00     0.184
    -1.9608  129.6943     2020-10-01 18:00:00     0.289
    -1.9608  129.6943     2020-10-01 19:00:00     0.324
    -1.9608  129.6943     2020-10-01 20:00:00     0.280
    -1.9608  129.6943     2020-10-01 21:00:00     0.167
    -1.9608  129.6943     2020-10-01 22:00:00     0.014
    -1.9608  129.6943     2020-10-01 23:00:00    -0.141
    -1.9608  129.6943     2020-10-02 00:00:00    -0.258
    -1.9608  129.6943     2020-10-02 01:00:00    -0.309
    -1.9608  129.6943     2020-10-02 02:00:00    -0.279
    -1.9608  129.6943     2020-10-02 03:00:00    -0.178
    -1.9608  129.6943     2020-10-02 04:00:00    -0.031
    -1.9608  129.6943     2020-10-02 05:00:00     0.124
    -1.9608  129.6943     2020-10-02 06:00:00     0.246
    -1.9608  129.6943     2020-10-02 07:00:00     0.304
    -1.9608  129.6943     2020-10-02 08:00:00     0.282
    -1.9608  129.6943     2020-10-02 09:00:00     0.185
    -1.9608  129.6943     2020-10-02 10:00:00     0.041
    -1.9608  129.6943     2020-10-02 11:00:00    -0.114
    -1.9608  129.6943     2020-10-02 12:00:00    -0.239
    -1.9608  129.6943     2020-10-02 13:00:00    -0.298
    -1.9608  129.6943     2020-10-02 14:00:00    -0.277
    -1.9608  129.6943     2020-10-02 15:00:00    -0.179
    -1.9608  129.6943     2020-10-02 16:00:00    -0.030
    -1.9608  129.6943     2020-10-02 17:00:00     0.131
    -1.9608  129.6943     2020-10-02 18:00:00     0.262
    -1.9608  129.6943     2020-10-02 19:00:00     0.326
    -1.9608  129.6943     2020-10-02 20:00:00     0.305
    -1.9608  129.6943     2020-10-02 21:00:00     0.201
    -1.9608  129.6943     2020-10-02 22:00:00     0.038
    -1.9608  129.6943     2020-10-02 23:00:00    -0.142
    -1.9608  129.6943     2020-10-03 00:00:00    -0.295
    -1.9608  129.6943     2020-10-03 01:00:00    -0.381
    -1.9608  129.6943     2020-10-03 02:00:00    -0.378
    -1.9608  129.6943     2020-10-03 03:00:00    -0.285
    -1.9608  129.6943     2020-10-03 04:00:00    -0.124
    -1.9608  129.6943     2020-10-03 05:00:00     0.065
    -1.9608  129.6943     2020-10-03 06:00:00     0.236
    -1.9608  129.6943     2020-10-03 07:00:00     0.347
    -1.9608  129.6943     2020-10-03 08:00:00     0.372
    -1.9608  129.6943     2020-10-03 09:00:00     0.307
    -1.9608  129.6943     2020-10-03 10:00:00     0.171
    -1.9608  129.6943     2020-10-03 11:00:00     0.001
    -1.9608  129.6943     2020-10-03 12:00:00    -0.157
    -1.9608  129.6943     2020-10-03 13:00:00    -0.261
    -1.9608  129.6943     2020-10-03 14:00:00    -0.284
    -1.9608  129.6943     2020-10-03 15:00:00    -0.221
    -1.9608  129.6943     2020-10-03 16:00:00    -0.090
    -1.9608  129.6943     2020-10-03 17:00:00     0.073
    -1.9608  129.6943     2020-10-03 18:00:00     0.222
    -1.9608  129.6943     2020-10-03 19:00:00     0.314
    -1.9608  129.6943     2020-10-03 20:00:00     0.321
    -1.9608  129.6943     2020-10-03 21:00:00     0.235
    -1.9608  129.6943     2020-10-03 22:00:00     0.076
    -1.9608  129.6943     2020-10-03 23:00:00    -0.119
    -1.9608  129.6943     2020-10-04 00:00:00    -0.302
    -1.9608  129.6943     2020-10-04 01:00:00    -0.426
    -1.9608  129.6943     2020-10-04 02:00:00    -0.459
    -1.9608  129.6943     2020-10-04 03:00:00    -0.391
    -1.9608  129.6943     2020-10-04 04:00:00    -0.235
    -1.9608  129.6943     2020-10-04 05:00:00    -0.029
    -1.9608  129.6943     2020-10-04 06:00:00     0.179
    -1.9608  129.6943     2020-10-04 07:00:00     0.340
    -1.9608  129.6943     2020-10-04 08:00:00     0.418
    -1.9608  129.6943     2020-10-04 09:00:00     0.398
    -1.9608  129.6943     2020-10-04 10:00:00     0.289
    -1.9608  129.6943     2020-10-04 11:00:00     0.125
