 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
    -5.3458  118.3692     2020-10-01 00:00:00     0.114
    -5.3458  118.3692     2020-10-01 01:00:00     0.033
    -5.3458  118.3692     2020-10-01 02:00:00    -0.040
    -5.3458  118.3692     2020-10-01 03:00:00    -0.091
    -5.3458  118.3692     2020-10-01 04:00:00    -0.111
    -5.3458  118.3692     2020-10-01 05:00:00    -0.101
    -5.3458  118.3692     2020-10-01 06:00:00    -0.067
    -5.3458  118.3692     2020-10-01 07:00:00    -0.026
    -5.3458  118.3692     2020-10-01 08:00:00     0.009
    -5.3458  118.3692     2020-10-01 09:00:00     0.024
    -5.3458  118.3692     2020-10-01 10:00:00     0.012
    -5.3458  118.3692     2020-10-01 11:00:00    -0.025
    -5.3458  118.3692     2020-10-01 12:00:00    -0.077
    -5.3458  118.3692     2020-10-01 13:00:00    -0.127
    -5.3458  118.3692     2020-10-01 14:00:00    -0.160
    -5.3458  118.3692     2020-10-01 15:00:00    -0.161
    -5.3458  118.3692     2020-10-01 16:00:00    -0.126
    -5.3458  118.3692     2020-10-01 17:00:00    -0.057
    -5.3458  118.3692     2020-10-01 18:00:00     0.032
    -5.3458  118.3692     2020-10-01 19:00:00     0.120
    -5.3458  118.3692     2020-10-01 20:00:00     0.188
    -5.3458  118.3692     2020-10-01 21:00:00     0.218
    -5.3458  118.3692     2020-10-01 22:00:00     0.203
    -5.3458  118.3692     2020-10-01 23:00:00     0.146
    -5.3458  118.3692     2020-10-02 00:00:00     0.059
    -5.3458  118.3692     2020-10-02 01:00:00    -0.035
    -5.3458  118.3692     2020-10-02 02:00:00    -0.113
    -5.3458  118.3692     2020-10-02 03:00:00    -0.157
    -5.3458  118.3692     2020-10-02 04:00:00    -0.156
    -5.3458  118.3692     2020-10-02 05:00:00    -0.112
    -5.3458  118.3692     2020-10-02 06:00:00    -0.038
    -5.3458  118.3692     2020-10-02 07:00:00     0.046
    -5.3458  118.3692     2020-10-02 08:00:00     0.116
    -5.3458  118.3692     2020-10-02 09:00:00     0.152
    -5.3458  118.3692     2020-10-02 10:00:00     0.144
    -5.3458  118.3692     2020-10-02 11:00:00     0.094
    -5.3458  118.3692     2020-10-02 12:00:00     0.014
    -5.3458  118.3692     2020-10-02 13:00:00    -0.074
    -5.3458  118.3692     2020-10-02 14:00:00    -0.146
    -5.3458  118.3692     2020-10-02 15:00:00    -0.181
    -5.3458  118.3692     2020-10-02 16:00:00    -0.168
    -5.3458  118.3692     2020-10-02 17:00:00    -0.110
    -5.3458  118.3692     2020-10-02 18:00:00    -0.021
    -5.3458  118.3692     2020-10-02 19:00:00     0.075
    -5.3458  118.3692     2020-10-02 20:00:00     0.153
    -5.3458  118.3692     2020-10-02 21:00:00     0.190
    -5.3458  118.3692     2020-10-02 22:00:00     0.174
    -5.3458  118.3692     2020-10-02 23:00:00     0.108
    -5.3458  118.3692     2020-10-03 00:00:00     0.007
    -5.3458  118.3692     2020-10-03 01:00:00    -0.103
    -5.3458  118.3692     2020-10-03 02:00:00    -0.195
    -5.3458  118.3692     2020-10-03 03:00:00    -0.242
    -5.3458  118.3692     2020-10-03 04:00:00    -0.231
    -5.3458  118.3692     2020-10-03 05:00:00    -0.162
    -5.3458  118.3692     2020-10-03 06:00:00    -0.051
    -5.3458  118.3692     2020-10-03 07:00:00     0.076
    -5.3458  118.3692     2020-10-03 08:00:00     0.189
    -5.3458  118.3692     2020-10-03 09:00:00     0.260
    -5.3458  118.3692     2020-10-03 10:00:00     0.272
    -5.3458  118.3692     2020-10-03 11:00:00     0.224
    -5.3458  118.3692     2020-10-03 12:00:00     0.129
    -5.3458  118.3692     2020-10-03 13:00:00     0.013
    -5.3458  118.3692     2020-10-03 14:00:00    -0.094
    -5.3458  118.3692     2020-10-03 15:00:00    -0.165
    -5.3458  118.3692     2020-10-03 16:00:00    -0.182
    -5.3458  118.3692     2020-10-03 17:00:00    -0.144
    -5.3458  118.3692     2020-10-03 18:00:00    -0.063
    -5.3458  118.3692     2020-10-03 19:00:00     0.036
    -5.3458  118.3692     2020-10-03 20:00:00     0.121
    -5.3458  118.3692     2020-10-03 21:00:00     0.166
    -5.3458  118.3692     2020-10-03 22:00:00     0.153
    -5.3458  118.3692     2020-10-03 23:00:00     0.082
    -5.3458  118.3692     2020-10-04 00:00:00    -0.032
    -5.3458  118.3692     2020-10-04 01:00:00    -0.161
    -5.3458  118.3692     2020-10-04 02:00:00    -0.271
    -5.3458  118.3692     2020-10-04 03:00:00    -0.332
    -5.3458  118.3692     2020-10-04 04:00:00    -0.324
    -5.3458  118.3692     2020-10-04 05:00:00    -0.243
    -5.3458  118.3692     2020-10-04 06:00:00    -0.106
    -5.3458  118.3692     2020-10-04 07:00:00     0.060
    -5.3458  118.3692     2020-10-04 08:00:00     0.216
    -5.3458  118.3692     2020-10-04 09:00:00     0.330
    -5.3458  118.3692     2020-10-04 10:00:00     0.375
    -5.3458  118.3692     2020-10-04 11:00:00     0.347
    -5.3458  118.3692     2020-10-04 12:00:00     0.253
    -5.3458  118.3692     2020-10-04 13:00:00     0.122
    -5.3458  118.3692     2020-10-04 14:00:00    -0.012
    -5.3458  118.3692     2020-10-04 15:00:00    -0.117
    -5.3458  118.3692     2020-10-04 16:00:00    -0.167
    -5.3458  118.3692     2020-10-04 17:00:00    -0.154
    -5.3458  118.3692     2020-10-04 18:00:00    -0.089
    -5.3458  118.3692     2020-10-04 19:00:00     0.005
    -5.3458  118.3692     2020-10-04 20:00:00     0.094
    -5.3458  118.3692     2020-10-04 21:00:00     0.147
    -5.3458  118.3692     2020-10-04 22:00:00     0.141
    -5.3458  118.3692     2020-10-04 23:00:00     0.070
    -5.3458  118.3692     2020-10-05 00:00:00    -0.052
    -5.3458  118.3692     2020-10-05 01:00:00    -0.197
    -5.3458  118.3692     2020-10-05 02:00:00    -0.329
    -5.3458  118.3692     2020-10-05 03:00:00    -0.411
    -5.3458  118.3692     2020-10-05 04:00:00    -0.418
    -5.3458  118.3692     2020-10-05 05:00:00    -0.341
    -5.3458  118.3692     2020-10-05 06:00:00    -0.192
    -5.3458  118.3692     2020-10-05 07:00:00    -0.000
    -5.3458  118.3692     2020-10-05 08:00:00     0.194
    -5.3458  118.3692     2020-10-05 09:00:00     0.351
    -5.3458  118.3692     2020-10-05 10:00:00     0.438
    -5.3458  118.3692     2020-10-05 11:00:00     0.442
    -5.3458  118.3692     2020-10-05 12:00:00     0.367
    -5.3458  118.3692     2020-10-05 13:00:00     0.237
    -5.3458  118.3692     2020-10-05 14:00:00     0.088
    -5.3458  118.3692     2020-10-05 15:00:00    -0.042
    -5.3458  118.3692     2020-10-05 16:00:00    -0.122
    -5.3458  118.3692     2020-10-05 17:00:00    -0.139
