 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
     3.3048  124.7396     2020-10-01 00:00:00     0.382
     3.3048  124.7396     2020-10-01 01:00:00    -0.084
     3.3048  124.7396     2020-10-01 02:00:00    -0.527
     3.3048  124.7396     2020-10-01 03:00:00    -0.834
     3.3048  124.7396     2020-10-01 04:00:00    -0.929
     3.3048  124.7396     2020-10-01 05:00:00    -0.786
     3.3048  124.7396     2020-10-01 06:00:00    -0.444
     3.3048  124.7396     2020-10-01 07:00:00     0.008
     3.3048  124.7396     2020-10-01 08:00:00     0.451
     3.3048  124.7396     2020-10-01 09:00:00     0.771
     3.3048  124.7396     2020-10-01 10:00:00     0.882
     3.3048  124.7396     2020-10-01 11:00:00     0.756
     3.3048  124.7396     2020-10-01 12:00:00     0.425
     3.3048  124.7396     2020-10-01 13:00:00    -0.026
     3.3048  124.7396     2020-10-01 14:00:00    -0.477
     3.3048  124.7396     2020-10-01 15:00:00    -0.810
     3.3048  124.7396     2020-10-01 16:00:00    -0.935
     3.3048  124.7396     2020-10-01 17:00:00    -0.817
     3.3048  124.7396     2020-10-01 18:00:00    -0.484
     3.3048  124.7396     2020-10-01 19:00:00    -0.021
     3.3048  124.7396     2020-10-01 20:00:00     0.454
     3.3048  124.7396     2020-10-01 21:00:00     0.819
     3.3048  124.7396     2020-10-01 22:00:00     0.977
     3.3048  124.7396     2020-10-01 23:00:00     0.887
     3.3048  124.7396     2020-10-02 00:00:00     0.571
     3.3048  124.7396     2020-10-02 01:00:00     0.109
     3.3048  124.7396     2020-10-02 02:00:00    -0.378
     3.3048  124.7396     2020-10-02 03:00:00    -0.766
     3.3048  124.7396     2020-10-02 04:00:00    -0.953
     3.3048  124.7396     2020-10-02 05:00:00    -0.891
     3.3048  124.7396     2020-10-02 06:00:00    -0.595
     3.3048  124.7396     2020-10-02 07:00:00    -0.142
     3.3048  124.7396     2020-10-02 08:00:00     0.350
     3.3048  124.7396     2020-10-02 09:00:00     0.753
     3.3048  124.7396     2020-10-02 10:00:00     0.961
     3.3048  124.7396     2020-10-02 11:00:00     0.920
     3.3048  124.7396     2020-10-02 12:00:00     0.639
     3.3048  124.7396     2020-10-02 13:00:00     0.189
     3.3048  124.7396     2020-10-02 14:00:00    -0.314
     3.3048  124.7396     2020-10-02 15:00:00    -0.739
     3.3048  124.7396     2020-10-02 16:00:00    -0.978
     3.3048  124.7396     2020-10-02 17:00:00    -0.967
     3.3048  124.7396     2020-10-02 18:00:00    -0.710
     3.3048  124.7396     2020-10-02 19:00:00    -0.274
     3.3048  124.7396     2020-10-02 20:00:00     0.228
     3.3048  124.7396     2020-10-02 21:00:00     0.667
     3.3048  124.7396     2020-10-02 22:00:00     0.928
     3.3048  124.7396     2020-10-02 23:00:00     0.944
     3.3048  124.7396     2020-10-03 00:00:00     0.712
     3.3048  124.7396     2020-10-03 01:00:00     0.294
     3.3048  124.7396     2020-10-03 02:00:00    -0.201
     3.3048  124.7396     2020-10-03 03:00:00    -0.642
     3.3048  124.7396     2020-10-03 04:00:00    -0.913
     3.3048  124.7396     2020-10-03 05:00:00    -0.942
     3.3048  124.7396     2020-10-03 06:00:00    -0.718
     3.3048  124.7396     2020-10-03 07:00:00    -0.299
     3.3048  124.7396     2020-10-03 08:00:00     0.207
     3.3048  124.7396     2020-10-03 09:00:00     0.669
     3.3048  124.7396     2020-10-03 10:00:00     0.968
     3.3048  124.7396     2020-10-03 11:00:00     1.025
     3.3048  124.7396     2020-10-03 12:00:00     0.823
     3.3048  124.7396     2020-10-03 13:00:00     0.414
     3.3048  124.7396     2020-10-03 14:00:00    -0.100
     3.3048  124.7396     2020-10-03 15:00:00    -0.587
     3.3048  124.7396     2020-10-03 16:00:00    -0.924
     3.3048  124.7396     2020-10-03 17:00:00    -1.028
     3.3048  124.7396     2020-10-03 18:00:00    -0.874
     3.3048  124.7396     2020-10-03 19:00:00    -0.505
     3.3048  124.7396     2020-10-03 20:00:00    -0.019
     3.3048  124.7396     2020-10-03 21:00:00     0.456
     3.3048  124.7396     2020-10-03 22:00:00     0.798
     3.3048  124.7396     2020-10-03 23:00:00     0.918
     3.3048  124.7396     2020-10-04 00:00:00     0.787
     3.3048  124.7396     2020-10-04 01:00:00     0.443
     3.3048  124.7396     2020-10-04 02:00:00    -0.021
     3.3048  124.7396     2020-10-04 03:00:00    -0.482
     3.3048  124.7396     2020-10-04 04:00:00    -0.815
     3.3048  124.7396     2020-10-04 05:00:00    -0.930
     3.3048  124.7396     2020-10-04 06:00:00    -0.795
     3.3048  124.7396     2020-10-04 07:00:00    -0.440
     3.3048  124.7396     2020-10-04 08:00:00     0.044
     3.3048  124.7396     2020-10-04 09:00:00     0.532
     3.3048  124.7396     2020-10-04 10:00:00     0.901
     3.3048  124.7396     2020-10-04 11:00:00     1.053
     3.3048  124.7396     2020-10-04 12:00:00     0.949
     3.3048  124.7396     2020-10-04 13:00:00     0.615
     3.3048  124.7396     2020-10-04 14:00:00     0.133
     3.3048  124.7396     2020-10-04 15:00:00    -0.375
     3.3048  124.7396     2020-10-04 16:00:00    -0.783
     3.3048  124.7396     2020-10-04 17:00:00    -0.990
     3.3048  124.7396     2020-10-04 18:00:00    -0.950
     3.3048  124.7396     2020-10-04 19:00:00    -0.678
     3.3048  124.7396     2020-10-04 20:00:00    -0.251
     3.3048  124.7396     2020-10-04 21:00:00     0.218
     3.3048  124.7396     2020-10-04 22:00:00     0.605
     3.3048  124.7396     2020-10-04 23:00:00     0.811
     3.3048  124.7396     2020-10-05 00:00:00     0.783
     3.3048  124.7396     2020-10-05 01:00:00     0.535
     3.3048  124.7396     2020-10-05 02:00:00     0.134
     3.3048  124.7396     2020-10-05 03:00:00    -0.308
     3.3048  124.7396     2020-10-05 04:00:00    -0.672
     3.3048  124.7396     2020-10-05 05:00:00    -0.858
     3.3048  124.7396     2020-10-05 06:00:00    -0.812
     3.3048  124.7396     2020-10-05 07:00:00    -0.542
     3.3048  124.7396     2020-10-05 08:00:00    -0.114
     3.3048  124.7396     2020-10-05 09:00:00     0.363
     3.3048  124.7396     2020-10-05 10:00:00     0.770
     3.3048  124.7396     2020-10-05 11:00:00     1.001
     3.3048  124.7396     2020-10-05 12:00:00     0.998
     3.3048  124.7396     2020-10-05 13:00:00     0.760
     3.3048  124.7396     2020-10-05 14:00:00     0.347
     3.3048  124.7396     2020-10-05 15:00:00    -0.138
     3.3048  124.7396     2020-10-05 16:00:00    -0.576
     3.3048  124.7396     2020-10-05 17:00:00    -0.861
     3.3048  124.7396     2020-10-05 18:00:00    -0.928
     3.3048  124.7396     2020-10-05 19:00:00    -0.769
     3.3048  124.7396     2020-10-05 20:00:00    -0.432
     3.3048  124.7396     2020-10-05 21:00:00    -0.011
     3.3048  124.7396     2020-10-05 22:00:00     0.380
     3.3048  124.7396     2020-10-05 23:00:00     0.640
     3.3048  124.7396     2020-10-06 00:00:00     0.702
     3.3048  124.7396     2020-10-06 01:00:00     0.555
     3.3048  124.7396     2020-10-06 02:00:00     0.242
     3.3048  124.7396     2020-10-06 03:00:00    -0.148
     3.3048  124.7396     2020-10-06 04:00:00    -0.507
     3.3048  124.7396     2020-10-06 05:00:00    -0.736
     3.3048  124.7396     2020-10-06 06:00:00    -0.768
     3.3048  124.7396     2020-10-06 07:00:00    -0.589
     3.3048  124.7396     2020-10-06 08:00:00    -0.241
     3.3048  124.7396     2020-10-06 09:00:00     0.190
     3.3048  124.7396     2020-10-06 10:00:00     0.598
     3.3048  124.7396     2020-10-06 11:00:00     0.879
     3.3048  124.7396     2020-10-06 12:00:00     0.963
     3.3048  124.7396     2020-10-06 13:00:00     0.830
     3.3048  124.7396     2020-10-06 14:00:00     0.512
     3.3048  124.7396     2020-10-06 15:00:00     0.088
     3.3048  124.7396     2020-10-06 16:00:00    -0.337
     3.3048  124.7396     2020-10-06 17:00:00    -0.663
     3.3048  124.7396     2020-10-06 18:00:00    -0.816
     3.3048  124.7396     2020-10-06 19:00:00    -0.766
     3.3048  124.7396     2020-10-06 20:00:00    -0.538
     3.3048  124.7396     2020-10-06 21:00:00    -0.199
     3.3048  124.7396     2020-10-06 22:00:00     0.156
     3.3048  124.7396     2020-10-06 23:00:00     0.431
     3.3048  124.7396     2020-10-07 00:00:00     0.556
     3.3048  124.7396     2020-10-07 01:00:00     0.501
     3.3048  124.7396     2020-10-07 02:00:00     0.287
     3.3048  124.7396     2020-10-07 03:00:00    -0.024
     3.3048  124.7396     2020-10-07 04:00:00    -0.345
     3.3048  124.7396     2020-10-07 05:00:00    -0.583
     3.3048  124.7396     2020-10-07 06:00:00    -0.670
     3.3048  124.7396     2020-10-07 07:00:00    -0.576
     3.3048  124.7396     2020-10-07 08:00:00    -0.320
     3.3048  124.7396     2020-10-07 09:00:00     0.038
     3.3048  124.7396     2020-10-07 10:00:00     0.411
     3.3048  124.7396     2020-10-07 11:00:00     0.708
     3.3048  124.7396     2020-10-07 12:00:00     0.855
     3.3048  124.7396     2020-10-07 13:00:00     0.818
     3.3048  124.7396     2020-10-07 14:00:00     0.607
     3.3048  124.7396     2020-10-07 15:00:00     0.274
     3.3048  124.7396     2020-10-07 16:00:00    -0.099
     3.3048  124.7396     2020-10-07 17:00:00    -0.425
     3.3048  124.7396     2020-10-07 18:00:00    -0.629
     3.3048  124.7396     2020-10-07 19:00:00    -0.672
     3.3048  124.7396     2020-10-07 20:00:00    -0.556
     3.3048  124.7396     2020-10-07 21:00:00    -0.322
     3.3048  124.7396     2020-10-07 22:00:00    -0.039
     3.3048  124.7396     2020-10-07 23:00:00     0.212
     3.3048  124.7396     2020-10-08 00:00:00     0.365
     3.3048  124.7396     2020-10-08 01:00:00     0.382
     3.3048  124.7396     2020-10-08 02:00:00     0.263
     3.3048  124.7396     2020-10-08 03:00:00     0.045
     3.3048  124.7396     2020-10-08 04:00:00    -0.207
     3.3048  124.7396     2020-10-08 05:00:00    -0.421
     3.3048  124.7396     2020-10-08 06:00:00    -0.533
     3.3048  124.7396     2020-10-08 07:00:00    -0.506
     3.3048  124.7396     2020-10-08 08:00:00    -0.341
     3.3048  124.7396     2020-10-08 09:00:00    -0.073
     3.3048  124.7396     2020-10-08 10:00:00     0.235
     3.3048  124.7396     2020-10-08 11:00:00     0.511
     3.3048  124.7396     2020-10-08 12:00:00     0.689
     3.3048  124.7396     2020-10-08 13:00:00     0.729
     3.3048  124.7396     2020-10-08 14:00:00     0.623
     3.3048  124.7396     2020-10-08 15:00:00     0.399
     3.3048  124.7396     2020-10-08 16:00:00     0.111
     3.3048  124.7396     2020-10-08 17:00:00    -0.174
     3.3048  124.7396     2020-10-08 18:00:00    -0.392
     3.3048  124.7396     2020-10-08 19:00:00    -0.500
     3.3048  124.7396     2020-10-08 20:00:00    -0.485
     3.3048  124.7396     2020-10-08 21:00:00    -0.365
     3.3048  124.7396     2020-10-08 22:00:00    -0.182
     3.3048  124.7396     2020-10-08 23:00:00     0.009
     3.3048  124.7396     2020-10-09 00:00:00     0.152
     3.3048  124.7396     2020-10-09 01:00:00     0.211
     3.3048  124.7396     2020-10-09 02:00:00     0.173
     3.3048  124.7396     2020-10-09 03:00:00     0.053
     3.3048  124.7396     2020-10-09 04:00:00    -0.112
     3.3048  124.7396     2020-10-09 05:00:00    -0.270
     3.3048  124.7396     2020-10-09 06:00:00    -0.374
     3.3048  124.7396     2020-10-09 07:00:00    -0.389
     3.3048  124.7396     2020-10-09 08:00:00    -0.304
     3.3048  124.7396     2020-10-09 09:00:00    -0.133
     3.3048  124.7396     2020-10-09 10:00:00     0.088
     3.3048  124.7396     2020-10-09 11:00:00     0.309
     3.3048  124.7396     2020-10-09 12:00:00     0.482
     3.3048  124.7396     2020-10-09 13:00:00     0.570
     3.3048  124.7396     2020-10-09 14:00:00     0.556
     3.3048  124.7396     2020-10-09 15:00:00     0.446
     3.3048  124.7396     2020-10-09 16:00:00     0.268
     3.3048  124.7396     2020-10-09 17:00:00     0.062
     3.3048  124.7396     2020-10-09 18:00:00    -0.127
     3.3048  124.7396     2020-10-09 19:00:00    -0.265
     3.3048  124.7396     2020-10-09 20:00:00    -0.330
     3.3048  124.7396     2020-10-09 21:00:00    -0.320
     3.3048  124.7396     2020-10-09 22:00:00    -0.251
     3.3048  124.7396     2020-10-09 23:00:00    -0.154
     3.3048  124.7396     2020-10-10 00:00:00    -0.058
     3.3048  124.7396     2020-10-10 01:00:00     0.006
     3.3048  124.7396     2020-10-10 02:00:00     0.024
     3.3048  124.7396     2020-10-10 03:00:00    -0.005
     3.3048  124.7396     2020-10-10 04:00:00    -0.070
     3.3048  124.7396     2020-10-10 05:00:00    -0.146
     3.3048  124.7396     2020-10-10 06:00:00    -0.208
     3.3048  124.7396     2020-10-10 07:00:00    -0.233
     3.3048  124.7396     2020-10-10 08:00:00    -0.207
     3.3048  124.7396     2020-10-10 09:00:00    -0.130
     3.3048  124.7396     2020-10-10 10:00:00    -0.013
     3.3048  124.7396     2020-10-10 11:00:00     0.123
     3.3048  124.7396     2020-10-10 12:00:00     0.252
     3.3048  124.7396     2020-10-10 13:00:00     0.352
     3.3048  124.7396     2020-10-10 14:00:00     0.404
     3.3048  124.7396     2020-10-10 15:00:00     0.401
     3.3048  124.7396     2020-10-10 16:00:00     0.347
