 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
     1.8003  124.7396     2020-10-01 00:00:00     0.379
     1.8003  124.7396     2020-10-01 01:00:00    -0.081
     1.8003  124.7396     2020-10-01 02:00:00    -0.519
     1.8003  124.7396     2020-10-01 03:00:00    -0.824
     1.8003  124.7396     2020-10-01 04:00:00    -0.919
     1.8003  124.7396     2020-10-01 05:00:00    -0.778
     1.8003  124.7396     2020-10-01 06:00:00    -0.441
     1.8003  124.7396     2020-10-01 07:00:00     0.005
     1.8003  124.7396     2020-10-01 08:00:00     0.444
     1.8003  124.7396     2020-10-01 09:00:00     0.760
     1.8003  124.7396     2020-10-01 10:00:00     0.872
     1.8003  124.7396     2020-10-01 11:00:00     0.748
     1.8003  124.7396     2020-10-01 12:00:00     0.421
     1.8003  124.7396     2020-10-01 13:00:00    -0.024
     1.8003  124.7396     2020-10-01 14:00:00    -0.470
     1.8003  124.7396     2020-10-01 15:00:00    -0.799
     1.8003  124.7396     2020-10-01 16:00:00    -0.923
     1.8003  124.7396     2020-10-01 17:00:00    -0.807
     1.8003  124.7396     2020-10-01 18:00:00    -0.479
     1.8003  124.7396     2020-10-01 19:00:00    -0.021
     1.8003  124.7396     2020-10-01 20:00:00     0.448
     1.8003  124.7396     2020-10-01 21:00:00     0.808
     1.8003  124.7396     2020-10-01 22:00:00     0.965
     1.8003  124.7396     2020-10-01 23:00:00     0.876
     1.8003  124.7396     2020-10-02 00:00:00     0.564
     1.8003  124.7396     2020-10-02 01:00:00     0.108
     1.8003  124.7396     2020-10-02 02:00:00    -0.374
     1.8003  124.7396     2020-10-02 03:00:00    -0.757
     1.8003  124.7396     2020-10-02 04:00:00    -0.942
     1.8003  124.7396     2020-10-02 05:00:00    -0.881
     1.8003  124.7396     2020-10-02 06:00:00    -0.588
     1.8003  124.7396     2020-10-02 07:00:00    -0.141
     1.8003  124.7396     2020-10-02 08:00:00     0.346
     1.8003  124.7396     2020-10-02 09:00:00     0.745
     1.8003  124.7396     2020-10-02 10:00:00     0.952
     1.8003  124.7396     2020-10-02 11:00:00     0.912
     1.8003  124.7396     2020-10-02 12:00:00     0.633
     1.8003  124.7396     2020-10-02 13:00:00     0.188
     1.8003  124.7396     2020-10-02 14:00:00    -0.309
     1.8003  124.7396     2020-10-02 15:00:00    -0.730
     1.8003  124.7396     2020-10-02 16:00:00    -0.966
     1.8003  124.7396     2020-10-02 17:00:00    -0.957
     1.8003  124.7396     2020-10-02 18:00:00    -0.703
     1.8003  124.7396     2020-10-02 19:00:00    -0.272
     1.8003  124.7396     2020-10-02 20:00:00     0.224
     1.8003  124.7396     2020-10-02 21:00:00     0.658
     1.8003  124.7396     2020-10-02 22:00:00     0.916
     1.8003  124.7396     2020-10-02 23:00:00     0.932
     1.8003  124.7396     2020-10-03 00:00:00     0.702
     1.8003  124.7396     2020-10-03 01:00:00     0.288
     1.8003  124.7396     2020-10-03 02:00:00    -0.201
     1.8003  124.7396     2020-10-03 03:00:00    -0.637
     1.8003  124.7396     2020-10-03 04:00:00    -0.904
     1.8003  124.7396     2020-10-03 05:00:00    -0.931
     1.8003  124.7396     2020-10-03 06:00:00    -0.709
     1.8003  124.7396     2020-10-03 07:00:00    -0.294
     1.8003  124.7396     2020-10-03 08:00:00     0.208
     1.8003  124.7396     2020-10-03 09:00:00     0.666
     1.8003  124.7396     2020-10-03 10:00:00     0.962
     1.8003  124.7396     2020-10-03 11:00:00     1.017
     1.8003  124.7396     2020-10-03 12:00:00     0.817
     1.8003  124.7396     2020-10-03 13:00:00     0.411
     1.8003  124.7396     2020-10-03 14:00:00    -0.097
     1.8003  124.7396     2020-10-03 15:00:00    -0.580
     1.8003  124.7396     2020-10-03 16:00:00    -0.914
     1.8003  124.7396     2020-10-03 17:00:00    -1.017
     1.8003  124.7396     2020-10-03 18:00:00    -0.865
     1.8003  124.7396     2020-10-03 19:00:00    -0.501
     1.8003  124.7396     2020-10-03 20:00:00    -0.021
     1.8003  124.7396     2020-10-03 21:00:00     0.449
     1.8003  124.7396     2020-10-03 22:00:00     0.786
     1.8003  124.7396     2020-10-03 23:00:00     0.904
     1.8003  124.7396     2020-10-04 00:00:00     0.775
     1.8003  124.7396     2020-10-04 01:00:00     0.434
     1.8003  124.7396     2020-10-04 02:00:00    -0.025
     1.8003  124.7396     2020-10-04 03:00:00    -0.480
     1.8003  124.7396     2020-10-04 04:00:00    -0.809
     1.8003  124.7396     2020-10-04 05:00:00    -0.921
     1.8003  124.7396     2020-10-04 06:00:00    -0.785
     1.8003  124.7396     2020-10-04 07:00:00    -0.432
