 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
 
     1.8003  122.2622     2020-10-01 00:00:00     0.402
     1.8003  122.2622     2020-10-01 01:00:00    -0.080
     1.8003  122.2622     2020-10-01 02:00:00    -0.539
     1.8003  122.2622     2020-10-01 03:00:00    -0.859
     1.8003  122.2622     2020-10-01 04:00:00    -0.959
     1.8003  122.2622     2020-10-01 05:00:00    -0.814
     1.8003  122.2622     2020-10-01 06:00:00    -0.462
     1.8003  122.2622     2020-10-01 07:00:00     0.005
     1.8003  122.2622     2020-10-01 08:00:00     0.463
     1.8003  122.2622     2020-10-01 09:00:00     0.795
     1.8003  122.2622     2020-10-01 10:00:00     0.911
     1.8003  122.2622     2020-10-01 11:00:00     0.781
     1.8003  122.2622     2020-10-01 12:00:00     0.439
     1.8003  122.2622     2020-10-01 13:00:00    -0.027
     1.8003  122.2622     2020-10-01 14:00:00    -0.494
     1.8003  122.2622     2020-10-01 15:00:00    -0.838
     1.8003  122.2622     2020-10-01 16:00:00    -0.968
     1.8003  122.2622     2020-10-01 17:00:00    -0.847
     1.8003  122.2622     2020-10-01 18:00:00    -0.503
     1.8003  122.2622     2020-10-01 19:00:00    -0.022
     1.8003  122.2622     2020-10-01 20:00:00     0.471
     1.8003  122.2622     2020-10-01 21:00:00     0.849
     1.8003  122.2622     2020-10-01 22:00:00     1.013
     1.8003  122.2622     2020-10-01 23:00:00     0.920
     1.8003  122.2622     2020-10-02 00:00:00     0.593
     1.8003  122.2622     2020-10-02 01:00:00     0.115
     1.8003  122.2622     2020-10-02 02:00:00    -0.391
     1.8003  122.2622     2020-10-02 03:00:00    -0.794
     1.8003  122.2622     2020-10-02 04:00:00    -0.989
     1.8003  122.2622     2020-10-02 05:00:00    -0.926
     1.8003  122.2622     2020-10-02 06:00:00    -0.620
     1.8003  122.2622     2020-10-02 07:00:00    -0.150
     1.8003  122.2622     2020-10-02 08:00:00     0.360
     1.8003  122.2622     2020-10-02 09:00:00     0.779
     1.8003  122.2622     2020-10-02 10:00:00     0.997
     1.8003  122.2622     2020-10-02 11:00:00     0.956
     1.8003  122.2622     2020-10-02 12:00:00     0.665
     1.8003  122.2622     2020-10-02 13:00:00     0.199
     1.8003  122.2622     2020-10-02 14:00:00    -0.322
     1.8003  122.2622     2020-10-02 15:00:00    -0.764
     1.8003  122.2622     2020-10-02 16:00:00    -1.011
     1.8003  122.2622     2020-10-02 17:00:00    -1.001
     1.8003  122.2622     2020-10-02 18:00:00    -0.735
     1.8003  122.2622     2020-10-02 19:00:00    -0.283
     1.8003  122.2622     2020-10-02 20:00:00     0.238
